time_myr,rip_field
0,0.000000000000e0
100,4.058849067762e-20
200,8.114675915545e-20
300,1.250859630953e-19
400,2.356073941428e-19
500,3.094473705922e-19
600,5.491710203393e-19
700,7.343497470168e-19
800,9.917157435470e-19
900,1.351286747239e-18
1000,1.831889319813e-18
1100,2.338821140192e-18
1200,2.795905156776e-18
1300,3.720832185905e-18
1400,4.591584489900e-18
1500,5.420789172653e-18
1600,6.214346190195e-18
1700,7.703656031336e-18
1800,9.028590632933e-18
1900,1.044234586157e-17
2000,1.206022576056e-17
2100,1.368897969331e-17
2200,1.532064828741e-17
2300,1.714551487771e-17
2400,1.876756392505e-17
2500,2.090681893619e-17
2600,2.310571123098e-17
2700,2.521835352512e-17
2800,2.740237493453e-17
2900,2.976813681908e-17
3000,3.240008937294e-17
3100,3.492313877872e-17
3200,3.701784385901e-17
3300,3.964525249113e-17
3400,4.244736821486e-17
3500,4.494229688250e-17
3600,4.766332594792e-17
3700,5.028298894207e-17
3800,5.296752443099e-17
3900,5.582613795348e-17
4000,5.827967220148e-17
4100,6.089920790452e-17
4200,6.341239505438e-17
4300,6.596667992495e-17
4400,6.833176596004e-17
4500,7.131557253989e-17
4600,7.360645795055e-17
4700,7.579377904883e-17
4800,7.796678021798e-17
4900,8.021493250474e-17
5000,8.310082432364e-17
5100,8.541147650808e-17
5200,8.758762279183e-17
5300,8.978217882596e-17
5400,9.172857765623e-17
5500,9.368482539458e-17
5600,9.564636285522e-17
5700,9.689020172893e-17
5800,9.844341825246e-17
5900,1.000114021807e-16
6000,1.013773078421e-16
6100,1.030259614478e-16
6200,1.037507300219e-16
6300,1.048599368416e-16
6400,1.060216073995e-16
6500,1.065835463554e-16
6600,1.073767350048e-16
6700,1.079597841072e-16
6800,1.086000849378e-16
6900,1.093521331319e-16
7000,1.095255561261e-16
7100,1.099702287099e-16
7200,1.106730700046e-16
7300,1.114041214952e-16
7400,1.117226845640e-16
7500,1.119207552806e-16
7600,1.123284522540e-16
7700,1.127925956348e-16
7800,1.124492710470e-16
7900,1.128488630969e-16
8000,1.132186980249e-16
8100,1.134822656774e-16
8200,1.136839817028e-16
8300,1.130444146215e-16
8400,1.136456259193e-16
8500,1.130491327868e-16
8600,1.130206093496e-16
8700,1.124209049021e-16
8800,1.122745459399e-16
8900,1.126811491480e-16
9000,1.129936620887e-16
9100,1.125483647333e-16
9200,1.124733376352e-16
9300,1.127251800179e-16
9400,1.127768741391e-16
9500,1.122534743285e-16
9600,1.126518856576e-16
9700,1.122971200862e-16
9800,1.121421305331e-16
9900,1.120436186696e-16
10000,1.124597307622e-16
10100,1.119938856097e-16
10200,1.118777983809e-16
10300,1.118727630112e-16
10400,1.117203389314e-16
10500,1.115927972916e-16
10600,1.112575430601e-16
10700,1.111863375172e-16
10800,1.113988687365e-16
10900,1.117537941974e-16
11000,1.112949253785e-16
11100,1.114541738712e-16
11200,1.113069790446e-16
11300,1.117400112654e-16
11400,1.122336766902e-16
11500,1.116029294499e-16
11600,1.118279729115e-16
11700,1.123555819116e-16
11800,1.126608508530e-16
11900,1.127104530394e-16
12000,1.120699499849e-16
12100,1.121039702964e-16
12200,1.123628014732e-16
12300,1.127491229963e-16
12400,1.138364872267e-16
12500,1.137863463628e-16
12600,1.133714918967e-16
12700,1.125983713214e-16
12800,1.122054114849e-16
12900,1.120031982922e-16
13000,1.118328021603e-16
13100,1.122509915182e-16
13200,1.122052355203e-16
13300,1.123015760058e-16
13400,1.123656818561e-16
13500,1.117628130474e-16
13600,1.123401945184e-16
13700,1.127971843949e-16
13800,1.132273681416e-16
