time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,9.482520251126e-21,1.000000
200,3.747545844687e-20,1.000000
300,1.132107142002e-19,1.000000
400,1.429183215985e-19,1.000000
500,2.664359279029e-19,1.000000
600,5.040447135456e-19,1.000000
700,7.488259268802e-19,1.000000
800,1.053527817267e-18,1.000000
900,1.334825388611e-18,1.000000
1000,1.719933694194e-18,1.000000
1100,2.316533135002e-18,1.000000
1200,2.946092607088e-18,1.000000
1300,3.593645041873e-18,1.000000
1400,4.367092923186e-18,1.000000
1500,5.118398567602e-18,1.000000
1600,6.013346384456e-18,1.000000
1700,7.258292745655e-18,1.000000
1800,8.509731472616e-18,1.000000
1900,9.783836313547e-18,1.000000
2000,1.129649871986e-17,1.000000
2100,1.290461406833e-17,1.000000
2200,1.488816583147e-17,1.000000
2300,1.701327809105e-17,1.000000
2400,1.896382281082e-17,1.000000
2500,2.134390814447e-17,1.000000
2600,2.364765005361e-17,1.000000
2700,2.643345951439e-17,1.000000
2800,2.925122599540e-17,1.000000
2900,3.226863378997e-17,1.000000
3000,3.608908317996e-17,1.000000
3100,3.918793239394e-17,1.000000
3200,4.262275507334e-17,1.000000
3300,4.625497069328e-17,1.000000
3400,5.043320593841e-17,1.000000
3500,5.499674978359e-17,1.000000
3600,5.975454693255e-17,1.000000
3700,6.454438137670e-17,1.000000
3800,6.948850615459e-17,1.000000
3900,7.463847047855e-17,1.000000
4000,8.014089741222e-17,1.000000
4100,8.558898975352e-17,1.000000
4200,9.121119178896e-17,1.000000
4300,9.785802428288e-17,1.000000
4400,1.047885940173e-16,1.000000
4500,1.118053729441e-16,1.000000
4600,1.194427090816e-16,1.000000
4700,1.277939254810e-16,1.000000
4800,1.355143156257e-16,1.000000
4900,1.436157417863e-16,1.000000
5000,1.525474880735e-16,1.000000
5100,1.617396909646e-16,1.000000
5200,1.698967234545e-16,1.000000
5300,1.798237166749e-16,1.000000
5400,1.905277787106e-16,1.000000
5500,2.002242097979e-16,1.000000
5600,2.109186901316e-16,1.000000
5700,2.219745703689e-16,1.000000
5800,2.327326974457e-16,1.000000
5900,2.437450303144e-16,1.000000
6000,2.552744067186e-16,1.000000
6100,2.674023446350e-16,1.000000
6200,2.806155665228e-16,1.000000
6300,2.933878707142e-16,1.000000
6400,3.066785413734e-16,1.000000
6500,3.200075647063e-16,1.000000
6600,3.333913312801e-16,1.000000
6700,3.476438974546e-16,1.000000
6800,3.627860297317e-16,1.000000
6900,3.773823725457e-16,1.000000
7000,3.924436211367e-16,1.000000
7100,4.083055172502e-16,1.000000
7200,4.253633737682e-16,1.000000
7300,4.416877737388e-16,1.000000
7400,4.597991247126e-16,1.000000
7500,4.771428623549e-16,1.000000
7600,4.944188103397e-16,1.000000
7700,5.126142459853e-16,1.000000
7800,5.308413830907e-16,1.000000
7900,5.488528439845e-16,1.000000
8000,5.689789260256e-16,1.000000
8100,5.885008312713e-16,1.000000
8200,6.084857553393e-16,1.000000
8300,6.286104056767e-16,1.000000
8400,6.506577392451e-16,1.000000
8500,6.705475371294e-16,1.000000
8600,6.932085900060e-16,1.000000
8700,7.154417962693e-16,1.000000
8800,7.385764835555e-16,1.000000
8900,7.620532811479e-16,1.000000
9000,7.860312931373e-16,1.000000
9100,8.107975750651e-16,1.000000
9200,8.361095472576e-16,1.000000
9300,8.606137975921e-16,1.000000
9400,8.859311674056e-16,1.000000
9500,9.130190778009e-16,1.000000
9600,9.407185440229e-16,1.000000
9700,9.680453933486e-16,1.000000
9800,9.969209614096e-16,1.000000
9900,1.024826558308e-15,1.000000
10000,1.054824455511e-15,1.000000
10100,1.083937506085e-15,1.000000
10200,1.114014562925e-15,1.000000
10300,1.144318389142e-15,1.000000
10400,1.174495599763e-15,1.000000
10500,1.206357079470e-15,1.000000
10600,1.238268829938e-15,1.000000
10700,1.270027748158e-15,1.000000
10800,1.302674156743e-15,1.000000
10900,1.335683414555e-15,1.000000
11000,1.370955296736e-15,1.000000
11100,1.405873901504e-15,1.000000
11200,1.442025034724e-15,1.000000
11300,1.477470381191e-15,1.000000
11400,1.512402047288e-15,1.000000
11500,1.548522909795e-15,1.000000
11600,1.585655635281e-15,1.000000
11700,1.623313444022e-15,1.000000
11800,1.662645271705e-15,1.000000
11900,1.700866087787e-15,1.000000
12000,1.739209776969e-15,1.000000
12100,1.777695440082e-15,1.000000
12200,1.817712309142e-15,1.000000
12300,1.858345558933e-15,1.000000
12400,1.899550090490e-15,1.000000
12500,1.940133644687e-15,1.000000
12600,1.982971361124e-15,1.000000
12700,2.025523974959e-15,1.000000
12800,2.069831779078e-15,1.000000
12900,2.112795928002e-15,1.000000
13000,2.157888240076e-15,1.000000
13100,2.203299472131e-15,1.000000
13200,2.249413355340e-15,1.000000
13300,2.295387937940e-15,1.000000
13400,2.344200402903e-15,1.000000
13500,2.392879798433e-15,1.000000
13600,2.441850570674e-15,1.000000
13700,2.490682777736e-15,1.000000
13800,2.539553425490e-15,1.000000
