time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,8.712607614885e-21,1.000000
200,6.261406418936e-20,1.000000
300,1.364144693798e-19,1.000000
400,2.429888758747e-19,1.000000
500,4.047105954227e-19,1.000000
600,6.648702724757e-19,1.000000
700,9.123393638344e-19,1.000000
800,1.143503342720e-18,1.000000
900,1.600631700893e-18,1.000000
1000,1.969483101643e-18,1.000000
1100,2.604211774894e-18,1.000000
1200,3.271698389879e-18,1.000000
1300,4.057535627639e-18,1.000000
1400,4.960820555492e-18,1.000000
1500,5.928364972075e-18,1.000000
1600,7.138921789880e-18,1.000000
1700,8.830142033977e-18,1.000000
1800,1.003355500468e-17,1.000000
1900,1.144483376046e-17,1.000000
2000,1.332679702230e-17,1.000000
2100,1.527656484392e-17,1.000000
2200,1.731292300426e-17,1.000000
2300,1.931366676356e-17,1.000000
2400,2.109709865998e-17,1.000000
2500,2.331058644834e-17,1.000000
2600,2.593243333874e-17,1.000000
2700,2.885668029857e-17,1.000000
2800,3.202915202471e-17,1.000000
2900,3.553754952949e-17,1.000000
3000,3.875120225160e-17,1.000000
3100,4.253639536547e-17,1.000000
3200,4.572167062149e-17,1.000000
3300,5.010185719001e-17,1.000000
3400,5.478390148636e-17,1.000000
3500,5.929224382535e-17,1.000000
3600,6.394708029980e-17,1.000000
3700,6.868710147667e-17,1.000000
3800,7.408149574797e-17,1.000000
3900,7.976604862671e-17,1.000000
4000,8.533874296758e-17,1.000000
4100,9.091513821459e-17,1.000000
4200,9.688836200602e-17,1.000000
4300,1.030991688417e-16,1.000000
4400,1.091976610448e-16,1.000000
4500,1.158393214187e-16,1.000000
4600,1.230277135231e-16,1.000000
4700,1.300045254848e-16,1.000000
4800,1.382286394554e-16,1.000000
4900,1.466483178280e-16,1.000000
5000,1.547239925504e-16,1.000000
5100,1.635694318835e-16,1.000000
5200,1.727362754786e-16,1.000000
5300,1.818797739837e-16,1.000000
5400,1.914803885816e-16,1.000000
5500,2.008913772510e-16,1.000000
5600,2.107499440730e-16,1.000000
5700,2.207335108462e-16,1.000000
5800,2.315019418421e-16,1.000000
5900,2.430818101247e-16,1.000000
6000,2.542816274595e-16,1.000000
6100,2.656991771262e-16,1.000000
6200,2.784279032546e-16,1.000000
6300,2.923782029057e-16,1.000000
6400,3.044080699789e-16,1.000000
6500,3.174511406269e-16,1.000000
6600,3.314461176445e-16,1.000000
6700,3.452576826996e-16,1.000000
6800,3.600408442339e-16,1.000000
6900,3.755575267676e-16,1.000000
7000,3.906642615797e-16,1.000000
7100,4.061048490335e-16,1.000000
7200,4.220899916850e-16,1.000000
7300,4.382206683733e-16,1.000000
7400,4.545670230298e-16,1.000000
7500,4.720328037096e-16,1.000000
7600,4.894698592157e-16,1.000000
7700,5.074392779774e-16,1.000000
7800,5.266577544959e-16,1.000000
7900,5.461335260517e-16,1.000000
8000,5.660388311988e-16,1.000000
8100,5.857176208907e-16,1.000000
8200,6.058157076643e-16,1.000000
8300,6.267341553979e-16,1.000000
8400,6.489890993197e-16,1.000000
8500,6.697662417261e-16,1.000000
8600,6.924517538766e-16,1.000000
8700,7.141912262469e-16,1.000000
8800,7.366044846107e-16,1.000000
8900,7.600940744245e-16,1.000000
9000,7.832622522592e-16,1.000000
9100,8.075802506991e-16,1.000000
9200,8.319760598672e-16,1.000000
9300,8.567515075824e-16,1.000000
9400,8.827198862500e-16,1.000000
9500,9.085886744872e-16,1.000000
9600,9.355208879502e-16,1.000000
9700,9.618217320387e-16,1.000000
9800,9.898330369164e-16,1.000000
9900,1.018338205740e-15,1.000000
10000,1.047172349667e-15,1.000000
10100,1.076504724959e-15,1.000000
10200,1.107035035681e-15,1.000000
10300,1.136154506117e-15,1.000000
10400,1.167965040243e-15,1.000000
10500,1.199420637370e-15,1.000000
10600,1.230121762001e-15,1.000000
10700,1.262183305540e-15,1.000000
10800,1.296350450836e-15,1.000000
10900,1.329516994590e-15,1.000000
11000,1.363614571545e-15,1.000000
11100,1.397251099110e-15,1.000000
11200,1.432552551932e-15,1.000000
11300,1.467855028817e-15,1.000000
11400,1.504128026030e-15,1.000000
11500,1.541230559893e-15,1.000000
11600,1.576681531020e-15,1.000000
11700,1.613706795036e-15,1.000000
11800,1.653296352228e-15,1.000000
11900,1.692003156008e-15,1.000000
12000,1.730992871257e-15,1.000000
12100,1.770330275098e-15,1.000000
12200,1.810148581671e-15,1.000000
12300,1.851013609018e-15,1.000000
12400,1.892062073263e-15,1.000000
12500,1.933433897386e-15,1.000000
12600,1.976526543989e-15,1.000000
12700,2.018688831732e-15,1.000000
12800,2.061999192504e-15,1.000000
12900,2.107290412400e-15,1.000000
13000,2.152162621246e-15,1.000000
13100,2.197065644701e-15,1.000000
13200,2.243899563613e-15,1.000000
13300,2.290976227312e-15,1.000000
13400,2.339220321933e-15,1.000000
13500,2.388519426047e-15,1.000000
13600,2.435296950468e-15,1.000000
13700,2.484664068207e-15,1.000000
13800,2.535111219203e-15,1.000000
