time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,0.000000000000e0,1.000000
200,1.811508302117e-20,1.000000
300,7.802322290018e-20,1.000000
400,2.095869632080e-19,1.000000
500,3.805808398023e-19,1.000000
600,5.791073673861e-19,1.000000
700,9.243448675038e-19,1.000000
800,1.287920203266e-18,1.000000
900,1.582136651819e-18,1.000000
1000,2.047454316074e-18,1.000000
1100,2.522466881783e-18,1.000000
1200,3.175388943652e-18,1.000000
1300,3.965079542176e-18,1.000000
1400,4.743861568292e-18,1.000000
1500,5.745321486762e-18,1.000000
1600,6.661633737136e-18,1.000000
1700,8.057866239706e-18,1.000000
1800,9.259018999787e-18,1.000000
1900,1.067745571826e-17,1.000000
2000,1.231861794712e-17,1.000000
2100,1.432411210070e-17,1.000000
2200,1.621028928256e-17,1.000000
2300,1.855318537216e-17,1.000000
2400,2.047826728969e-17,1.000000
2500,2.307813849486e-17,1.000000
2600,2.537115198573e-17,1.000000
2700,2.809620697272e-17,1.000000
2800,3.109528036655e-17,1.000000
2900,3.410454050991e-17,1.000000
3000,3.714449930066e-17,1.000000
3100,4.030864680125e-17,1.000000
3200,4.416064662772e-17,1.000000
3300,4.812387104356e-17,1.000000
3400,5.234335033404e-17,1.000000
3500,5.682128669382e-17,1.000000
3600,6.114292171551e-17,1.000000
3700,6.575243601690e-17,1.000000
3800,7.092107816761e-17,1.000000
3900,7.689687915773e-17,1.000000
4000,8.271695584620e-17,1.000000
4100,8.878593515018e-17,1.000000
4200,9.413719515509e-17,1.000000
4300,1.003532742804e-16,1.000000
4400,1.073952641807e-16,1.000000
4500,1.136565218427e-16,1.000000
4600,1.209252206651e-16,1.000000
4700,1.288345177440e-16,1.000000
4800,1.372778748497e-16,1.000000
4900,1.449147778147e-16,1.000000
5000,1.533866281746e-16,1.000000
5100,1.618561857347e-16,1.000000
5200,1.708179211829e-16,1.000000
5300,1.800097052093e-16,1.000000
5400,1.887538906585e-16,1.000000
5500,1.984567495593e-16,1.000000
5600,2.085354530448e-16,1.000000
5700,2.191914069040e-16,1.000000
5800,2.299905634327e-16,1.000000
5900,2.421332039974e-16,1.000000
6000,2.541188913017e-16,1.000000
6100,2.661904192070e-16,1.000000
6200,2.775417740452e-16,1.000000
6300,2.903391168222e-16,1.000000
6400,3.026674467593e-16,1.000000
6500,3.155136502903e-16,1.000000
6600,3.283626887951e-16,1.000000
6700,3.429741501923e-16,1.000000
6800,3.579136179061e-16,1.000000
6900,3.738424206511e-16,1.000000
7000,3.899264549400e-16,1.000000
7100,4.058484241058e-16,1.000000
7200,4.219008995954e-16,1.000000
7300,4.387024097892e-16,1.000000
7400,4.557020663533e-16,1.000000
7500,4.727029125763e-16,1.000000
7600,4.907320370539e-16,1.000000
7700,5.088502594605e-16,1.000000
7800,5.276424419833e-16,1.000000
7900,5.459906838696e-16,1.000000
8000,5.655701667693e-16,1.000000
8100,5.840434927682e-16,1.000000
8200,6.045339486972e-16,1.000000
8300,6.248979875255e-16,1.000000
8400,6.455535344716e-16,1.000000
8500,6.677082258096e-16,1.000000
8600,6.896093248852e-16,1.000000
8700,7.125336063516e-16,1.000000
8800,7.351767817172e-16,1.000000
8900,7.603541400160e-16,1.000000
9000,7.848835088109e-16,1.000000
9100,8.077093266395e-16,1.000000
9200,8.326229498513e-16,1.000000
9300,8.576801966724e-16,1.000000
9400,8.829607739470e-16,1.000000
9500,9.101161531278e-16,1.000000
9600,9.375082908974e-16,1.000000
9700,9.652215722788e-16,1.000000
9800,9.931806919962e-16,1.000000
9900,1.021066394188e-15,1.000000
10000,1.049097651114e-15,1.000000
10100,1.077905743228e-15,1.000000
10200,1.108537832910e-15,1.000000
10300,1.138128068447e-15,1.000000
10400,1.170075159734e-15,1.000000
10500,1.201443907838e-15,1.000000
10600,1.233879858314e-15,1.000000
10700,1.265170377747e-15,1.000000
10800,1.297689710980e-15,1.000000
10900,1.330416146187e-15,1.000000
11000,1.364027322010e-15,1.000000
11100,1.399006807997e-15,1.000000
11200,1.434185633015e-15,1.000000
11300,1.470323270453e-15,1.000000
11400,1.505053730796e-15,1.000000
11500,1.539846026501e-15,1.000000
11600,1.577638293597e-15,1.000000
11700,1.615205249088e-15,1.000000
11800,1.654369784355e-15,1.000000
11900,1.693953738838e-15,1.000000
12000,1.733022321520e-15,1.000000
12100,1.773338945155e-15,1.000000
12200,1.814185387853e-15,1.000000
12300,1.855973652606e-15,1.000000
12400,1.897511823811e-15,1.000000
12500,1.939640542433e-15,1.000000
12600,1.983197601778e-15,1.000000
12700,2.025906194859e-15,1.000000
12800,2.069625230159e-15,1.000000
12900,2.114653250233e-15,1.000000
13000,2.159998846085e-15,1.000000
13100,2.205145470907e-15,1.000000
13200,2.253005214946e-15,1.000000
13300,2.299908377748e-15,1.000000
13400,2.347423090134e-15,1.000000
13500,2.394325649855e-15,1.000000
13600,2.443056747692e-15,1.000000
13700,2.492133043275e-15,1.000000
13800,2.543179619839e-15,1.000000
