time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,1.673702613176e-20,1.000000
200,4.852050428716e-20,1.000000
300,9.777642863737e-20,1.000000
400,2.721314002654e-19,1.000000
500,3.773351317047e-19,1.000000
600,6.219546545069e-19,1.000000
700,7.725827311745e-19,1.000000
800,1.068522530707e-18,1.000000
900,1.535001182735e-18,1.000000
1000,1.888719866955e-18,1.000000
1100,2.554579930045e-18,1.000000
1200,3.086885763276e-18,1.000000
1300,3.787012155343e-18,1.000000
1400,4.773678392980e-18,1.000000
1500,5.752918274538e-18,1.000000
1600,6.922850488033e-18,1.000000
1700,8.079685609347e-18,1.000000
1800,9.114979477520e-18,1.000000
1900,1.078631213064e-17,1.000000
2000,1.236439565717e-17,1.000000
2100,1.426450242323e-17,1.000000
2200,1.639080837224e-17,1.000000
2300,1.842543011980e-17,1.000000
2400,2.037910180859e-17,1.000000
2500,2.274069466824e-17,1.000000
2600,2.525365431856e-17,1.000000
2700,2.825175675251e-17,1.000000
2800,3.143569318880e-17,1.000000
2900,3.468526706487e-17,1.000000
3000,3.836227759211e-17,1.000000
3100,4.190629437066e-17,1.000000
3200,4.594600279389e-17,1.000000
3300,5.014225583004e-17,1.000000
3400,5.386254599777e-17,1.000000
3500,5.860085195386e-17,1.000000
3600,6.313302658806e-17,1.000000
3700,6.778950616535e-17,1.000000
3800,7.343641088681e-17,1.000000
3900,7.924828868739e-17,1.000000
4000,8.510169879062e-17,1.000000
4100,9.121342659255e-17,1.000000
4200,9.733135698824e-17,1.000000
4300,1.035210269160e-16,1.000000
4400,1.101050608568e-16,1.000000
4500,1.168025168915e-16,1.000000
4600,1.243588497833e-16,1.000000
4700,1.323997987615e-16,1.000000
4800,1.406581753462e-16,1.000000
4900,1.488243088890e-16,1.000000
5000,1.566045224047e-16,1.000000
5100,1.656926872522e-16,1.000000
5200,1.748850877287e-16,1.000000
5300,1.842748522384e-16,1.000000
5400,1.934659724687e-16,1.000000
5500,2.027881555510e-16,1.000000
5600,2.134891404677e-16,1.000000
5700,2.246098124372e-16,1.000000
5800,2.347012155724e-16,1.000000
5900,2.455827788822e-16,1.000000
6000,2.576072392445e-16,1.000000
6100,2.697987574874e-16,1.000000
6200,2.818043096739e-16,1.000000
6300,2.952820795139e-16,1.000000
6400,3.084826362045e-16,1.000000
6500,3.219540902710e-16,1.000000
6600,3.356898422571e-16,1.000000
6700,3.501945530484e-16,1.000000
6800,3.642911587164e-16,1.000000
6900,3.788603980683e-16,1.000000
7000,3.936529375597e-16,1.000000
7100,4.091305330871e-16,1.000000
7200,4.258881453206e-16,1.000000
7300,4.425219417535e-16,1.000000
7400,4.593437263136e-16,1.000000
7500,4.766303054461e-16,1.000000
7600,4.950663224750e-16,1.000000
7700,5.124314923921e-16,1.000000
7800,5.304645742500e-16,1.000000
7900,5.491742651232e-16,1.000000
8000,5.691711371617e-16,1.000000
8100,5.892876280947e-16,1.000000
8200,6.096419558710e-16,1.000000
8300,6.302403150434e-16,1.000000
8400,6.510753677673e-16,1.000000
8500,6.737335918327e-16,1.000000
8600,6.959069282772e-16,1.000000
8700,7.189893055742e-16,1.000000
8800,7.414477152579e-16,1.000000
8900,7.646702637024e-16,1.000000
9000,7.888210530375e-16,1.000000
9100,8.127239051117e-16,1.000000
9200,8.370158980023e-16,1.000000
9300,8.630695941527e-16,1.000000
9400,8.884631380130e-16,1.000000
9500,9.153838065813e-16,1.000000
9600,9.413617119758e-16,1.000000
9700,9.678191952476e-16,1.000000
9800,9.948715153509e-16,1.000000
9900,1.024291666907e-15,1.000000
10000,1.053877117779e-15,1.000000
10100,1.083465816560e-15,1.000000
10200,1.113655863744e-15,1.000000
10300,1.144395432992e-15,1.000000
10400,1.173863067121e-15,1.000000
10500,1.205980679267e-15,1.000000
10600,1.238270887517e-15,1.000000
10700,1.270349289216e-15,1.000000
10800,1.304219657605e-15,1.000000
10900,1.338254369049e-15,1.000000
11000,1.373194697033e-15,1.000000
11100,1.407642364506e-15,1.000000
11200,1.442116095139e-15,1.000000
11300,1.476860000732e-15,1.000000
11400,1.512591441979e-15,1.000000
11500,1.549932921268e-15,1.000000
11600,1.588510377817e-15,1.000000
11700,1.624834058761e-15,1.000000
11800,1.662948198619e-15,1.000000
11900,1.702291999040e-15,1.000000
12000,1.743093414956e-15,1.000000
12100,1.784198851827e-15,1.000000
12200,1.826474610335e-15,1.000000
12300,1.867597577936e-15,1.000000
12400,1.909554710883e-15,1.000000
12500,1.952354757758e-15,1.000000
12600,1.997161238201e-15,1.000000
12700,2.040349845771e-15,1.000000
12800,2.083964056215e-15,1.000000
12900,2.128094460683e-15,1.000000
13000,2.174291772525e-15,1.000000
13100,2.218875435447e-15,1.000000
13200,2.265678883495e-15,1.000000
13300,2.310864352147e-15,1.000000
13400,2.357284833666e-15,1.000000
13500,2.406124470307e-15,1.000000
13600,2.454771531414e-15,1.000000
13700,2.503818751815e-15,1.000000
13800,2.552637411541e-15,1.000000
