time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,0.000000000000e0,1.000000
200,5.977329666817e-20,1.000000
300,1.292761196078e-19,1.000000
400,2.217443692264e-19,1.000000
500,3.289019287849e-19,1.000000
600,5.758069045582e-19,1.000000
700,6.883353486214e-19,1.000000
800,1.010311685144e-18,1.000000
900,1.391800764349e-18,1.000000
1000,1.858481866240e-18,1.000000
1100,2.414600329771e-18,1.000000
1200,3.071243448242e-18,1.000000
1300,3.712116752685e-18,1.000000
1400,4.461919711592e-18,1.000000
1500,5.569242830618e-18,1.000000
1600,6.742125641126e-18,1.000000
1700,7.817164306044e-18,1.000000
1800,8.995076589642e-18,1.000000
1900,1.070685721829e-17,1.000000
2000,1.215960282380e-17,1.000000
2100,1.363782841851e-17,1.000000
2200,1.557450380497e-17,1.000000
2300,1.741322673205e-17,1.000000
2400,1.988048004162e-17,1.000000
2500,2.272609443954e-17,1.000000
2600,2.539245900318e-17,1.000000
2700,2.814775148054e-17,1.000000
2800,3.103603688441e-17,1.000000
2900,3.440929853109e-17,1.000000
3000,3.777251902591e-17,1.000000
3100,4.131060185650e-17,1.000000
3200,4.517364666141e-17,1.000000
3300,4.922955365586e-17,1.000000
3400,5.313533935771e-17,1.000000
3500,5.795348507131e-17,1.000000
3600,6.251300717584e-17,1.000000
3700,6.778538327337e-17,1.000000
3800,7.324672519358e-17,1.000000
3900,7.839575478226e-17,1.000000
4000,8.438510959937e-17,1.000000
4100,9.013714432640e-17,1.000000
4200,9.625569751505e-17,1.000000
4300,1.032155210414e-16,1.000000
4400,1.100681532114e-16,1.000000
4500,1.163857416353e-16,1.000000
4600,1.237615285245e-16,1.000000
4700,1.305562009802e-16,1.000000
4800,1.387436966506e-16,1.000000
4900,1.474294935298e-16,1.000000
5000,1.554532840157e-16,1.000000
5100,1.644773881944e-16,1.000000
5200,1.733445090438e-16,1.000000
5300,1.831698182916e-16,1.000000
5400,1.929553069485e-16,1.000000
5500,2.026292742559e-16,1.000000
5600,2.130230390532e-16,1.000000
5700,2.241011539129e-16,1.000000
5800,2.348728978293e-16,1.000000
5900,2.459973277794e-16,1.000000
6000,2.580736710284e-16,1.000000
6100,2.698508719813e-16,1.000000
6200,2.816647220696e-16,1.000000
6300,2.941839981634e-16,1.000000
6400,3.074056214243e-16,1.000000
6500,3.217145919173e-16,1.000000
6600,3.351711586706e-16,1.000000
6700,3.493419203325e-16,1.000000
6800,3.641782237865e-16,1.000000
6900,3.792436596032e-16,1.000000
7000,3.949031307012e-16,1.000000
7100,4.112587447250e-16,1.000000
7200,4.270637995423e-16,1.000000
7300,4.439098009091e-16,1.000000
7400,4.600622007693e-16,1.000000
7500,4.771419840847e-16,1.000000
7600,4.952714813139e-16,1.000000
7700,5.125500546695e-16,1.000000
7800,5.320691863685e-16,1.000000
7900,5.511033321672e-16,1.000000
8000,5.717423508899e-16,1.000000
8100,5.917435502480e-16,1.000000
8200,6.130577040614e-16,1.000000
8300,6.347850669496e-16,1.000000
8400,6.568242200218e-16,1.000000
8500,6.778362787528e-16,1.000000
8600,6.997300379488e-16,1.000000
8700,7.209777158013e-16,1.000000
8800,7.446414903828e-16,1.000000
8900,7.680552323643e-16,1.000000
9000,7.914212836514e-16,1.000000
9100,8.153896204276e-16,1.000000
9200,8.407127801580e-16,1.000000
9300,8.666613943590e-16,1.000000
9400,8.925596702188e-16,1.000000
9500,9.191467927882e-16,1.000000
9600,9.461506887940e-16,1.000000
9700,9.734607843152e-16,1.000000
9800,1.002141128361e-15,1.000000
9900,1.029476826523e-15,1.000000
10000,1.057799309435e-15,1.000000
10100,1.086409396290e-15,1.000000
10200,1.115835100455e-15,1.000000
10300,1.145630622818e-15,1.000000
10400,1.175935211883e-15,1.000000
10500,1.207695861704e-15,1.000000
10600,1.237797061700e-15,1.000000
10700,1.270241538904e-15,1.000000
10800,1.302885531764e-15,1.000000
10900,1.336726371907e-15,1.000000
11000,1.369470369940e-15,1.000000
11100,1.404597641597e-15,1.000000
11200,1.439084691968e-15,1.000000
11300,1.474450444722e-15,1.000000
11400,1.511167328405e-15,1.000000
11500,1.549084904536e-15,1.000000
11600,1.586432234750e-15,1.000000
11700,1.624119627174e-15,1.000000
11800,1.662026327680e-15,1.000000
11900,1.700785791566e-15,1.000000
12000,1.740434862269e-15,1.000000
12100,1.778828620544e-15,1.000000
12200,1.818288408187e-15,1.000000
12300,1.858152264067e-15,1.000000
12400,1.898105982663e-15,1.000000
12500,1.940724735793e-15,1.000000
12600,1.984301062228e-15,1.000000
12700,2.028533625522e-15,1.000000
12800,2.071835146317e-15,1.000000
12900,2.116471114263e-15,1.000000
13000,2.161046494435e-15,1.000000
13100,2.206322673897e-15,1.000000
13200,2.252331940765e-15,1.000000
13300,2.298090629788e-15,1.000000
13400,2.345880360213e-15,1.000000
13500,2.394654155585e-15,1.000000
13600,2.443106632183e-15,1.000000
13700,2.495241790703e-15,1.000000
13800,2.545793121206e-15,1.000000
