time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,0.000000000000e0,1.000000
200,1.054451904818e-19,1.000000
300,1.457783489834e-19,1.000000
400,3.012067551754e-19,1.000000
500,4.313071646948e-19,1.000000
600,6.621169624437e-19,1.000000
700,1.036247200167e-18,1.000000
800,1.411860018414e-18,1.000000
900,1.824321414460e-18,1.000000
1000,2.518434384315e-18,1.000000
1100,3.336774560428e-18,1.000000
1200,4.139632435018e-18,1.000000
1300,5.045019656121e-18,1.000000
1400,6.032870320485e-18,1.000000
1500,6.823424222490e-18,1.000000
1600,7.664225217894e-18,1.000000
1700,8.850853681597e-18,1.000000
1800,1.027230558053e-17,1.000000
1900,1.174244722858e-17,1.000000
2000,1.337111058823e-17,1.000000
2100,1.503400057314e-17,1.000000
2200,1.690907314134e-17,1.000000
2300,1.905160454167e-17,1.000000
2400,2.123815864035e-17,1.000000
2500,2.359192671657e-17,1.000000
2600,2.608712666354e-17,1.000000
2700,2.879896401724e-17,1.000000
2800,3.189409108786e-17,1.000000
2900,3.497892166344e-17,1.000000
3000,3.843504179291e-17,1.000000
3100,4.167859874559e-17,1.000000
3200,4.584490802472e-17,1.000000
3300,4.961469700344e-17,1.000000
3400,5.395044897407e-17,1.000000
3500,5.866122345137e-17,1.000000
3600,6.350757907170e-17,1.000000
3700,6.819093455480e-17,1.000000
3800,7.354462541452e-17,1.000000
3900,7.905096007662e-17,1.000000
4000,8.453269469034e-17,1.000000
4100,9.030409968815e-17,1.000000
4200,9.615098242546e-17,1.000000
4300,1.031095654101e-16,1.000000
4400,1.101453318207e-16,1.000000
4500,1.169838691424e-16,1.000000
4600,1.244927367644e-16,1.000000
4700,1.316672099126e-16,1.000000
4800,1.403188736572e-16,1.000000
4900,1.487323169053e-16,1.000000
5000,1.569493672479e-16,1.000000
5100,1.656456874228e-16,1.000000
5200,1.751528060713e-16,1.000000
5300,1.845722661796e-16,1.000000
5400,1.939261544247e-16,1.000000
5500,2.041400270062e-16,1.000000
5600,2.144029731616e-16,1.000000
5700,2.249204578366e-16,1.000000
5800,2.353176425461e-16,1.000000
5900,2.461269927957e-16,1.000000
6000,2.575419646035e-16,1.000000
6100,2.691208066824e-16,1.000000
6200,2.822662376323e-16,1.000000
6300,2.960006206505e-16,1.000000
6400,3.088298613119e-16,1.000000
6500,3.225335783036e-16,1.000000
6600,3.361973940177e-16,1.000000
6700,3.502113680995e-16,1.000000
6800,3.637958842484e-16,1.000000
6900,3.794553151068e-16,1.000000
7000,3.948333743852e-16,1.000000
7100,4.105022957441e-16,1.000000
7200,4.269810164364e-16,1.000000
7300,4.436102903145e-16,1.000000
7400,4.597498594842e-16,1.000000
7500,4.767069610576e-16,1.000000
7600,4.945800418452e-16,1.000000
7700,5.123315172558e-16,1.000000
7800,5.305792566540e-16,1.000000
7900,5.499941987332e-16,1.000000
8000,5.686657240076e-16,1.000000
8100,5.890296488555e-16,1.000000
8200,6.091681434883e-16,1.000000
8300,6.294328321127e-16,1.000000
8400,6.496559285858e-16,1.000000
8500,6.714541450912e-16,1.000000
8600,6.934574622429e-16,1.000000
8700,7.151202386652e-16,1.000000
8800,7.378817202851e-16,1.000000
8900,7.609095651768e-16,1.000000
9000,7.833076445855e-16,1.000000
9100,8.075133356225e-16,1.000000
9200,8.322147976179e-16,1.000000
9300,8.574691127117e-16,1.000000
9400,8.844432060395e-16,1.000000
9500,9.105421390195e-16,1.000000
9600,9.366461439268e-16,1.000000
9700,9.636519566282e-16,1.000000
9800,9.919152253664e-16,1.000000
9900,1.020063869779e-15,1.000000
10000,1.049034487170e-15,1.000000
10100,1.078965299351e-15,1.000000
10200,1.108864482542e-15,1.000000
10300,1.139749301945e-15,1.000000
10400,1.169966705527e-15,1.000000
10500,1.200720021069e-15,1.000000
10600,1.232675514686e-15,1.000000
10700,1.265076784707e-15,1.000000
10800,1.297369134107e-15,1.000000
10900,1.331473266121e-15,1.000000
11000,1.365491040986e-15,1.000000
11100,1.400142658141e-15,1.000000
11200,1.432818603075e-15,1.000000
11300,1.469150592196e-15,1.000000
11400,1.506521145501e-15,1.000000
11500,1.544589569972e-15,1.000000
11600,1.582084363567e-15,1.000000
11700,1.619536269271e-15,1.000000
11800,1.656053983411e-15,1.000000
11900,1.693462332813e-15,1.000000
12000,1.734312986375e-15,1.000000
12100,1.774820747225e-15,1.000000
12200,1.815980739474e-15,1.000000
12300,1.856845379087e-15,1.000000
12400,1.900629427490e-15,1.000000
12500,1.941326223108e-15,1.000000
12600,1.984554673378e-15,1.000000
12700,2.025816832337e-15,1.000000
12800,2.070798960724e-15,1.000000
12900,2.115774321021e-15,1.000000
13000,2.162399829322e-15,1.000000
13100,2.209273783408e-15,1.000000
13200,2.255200428038e-15,1.000000
13300,2.301772715368e-15,1.000000
13400,2.350741905680e-15,1.000000
13500,2.398022765514e-15,1.000000
13600,2.446739028794e-15,1.000000
13700,2.496120357964e-15,1.000000
13800,2.544239980959e-15,1.000000
