time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,1.808844649704e-20,1.000000
200,9.235708005186e-20,1.000000
300,1.583272572745e-19,1.000000
400,2.711760196453e-19,1.000000
500,4.288050469553e-19,1.000000
600,6.834903730631e-19,1.000000
700,9.322509835559e-19,1.000000
800,1.277516259145e-18,1.000000
900,1.730776894413e-18,1.000000
1000,2.203161658962e-18,1.000000
1100,2.702442083952e-18,1.000000
1200,3.523872161854e-18,1.000000
1300,4.260478758806e-18,1.000000
1400,5.096428210175e-18,1.000000
1500,6.166727940842e-18,1.000000
1600,7.084146121337e-18,1.000000
1700,8.443731915710e-18,1.000000
1800,9.894442622063e-18,1.000000
1900,1.151196398381e-17,1.000000
2000,1.297951034014e-17,1.000000
2100,1.470712108852e-17,1.000000
2200,1.669531764922e-17,1.000000
2300,1.854459337798e-17,1.000000
2400,2.080741151567e-17,1.000000
2500,2.341262622965e-17,1.000000
2600,2.601820927783e-17,1.000000
2700,2.904953401210e-17,1.000000
2800,3.203835084569e-17,1.000000
2900,3.519715852412e-17,1.000000
3000,3.825099476990e-17,1.000000
3100,4.119030467457e-17,1.000000
3200,4.435716284362e-17,1.000000
3300,4.828435305622e-17,1.000000
3400,5.242456037176e-17,1.000000
3500,5.680822071297e-17,1.000000
3600,6.150280612291e-17,1.000000
3700,6.712035510465e-17,1.000000
3800,7.218918262951e-17,1.000000
3900,7.782394099143e-17,1.000000
4000,8.337704881897e-17,1.000000
4100,8.924054033803e-17,1.000000
4200,9.570057578636e-17,1.000000
4300,1.022490663902e-16,1.000000
4400,1.086787792170e-16,1.000000
4500,1.157105045282e-16,1.000000
4600,1.237043096930e-16,1.000000
4700,1.310195985919e-16,1.000000
4800,1.383975384952e-16,1.000000
4900,1.465137133361e-16,1.000000
5000,1.547556155080e-16,1.000000
5100,1.636977555532e-16,1.000000
5200,1.733996153582e-16,1.000000
5300,1.825334746169e-16,1.000000
5400,1.924672079275e-16,1.000000
5500,2.028991983084e-16,1.000000
5600,2.135728686562e-16,1.000000
5700,2.244217161399e-16,1.000000
5800,2.353628478447e-16,1.000000
5900,2.464305768477e-16,1.000000
6000,2.577502653247e-16,1.000000
6100,2.699555939349e-16,1.000000
6200,2.825292931874e-16,1.000000
6300,2.965706274768e-16,1.000000
6400,3.084931469087e-16,1.000000
6500,3.218987919555e-16,1.000000
6600,3.356366942680e-16,1.000000
6700,3.499373990775e-16,1.000000
6800,3.637157526730e-16,1.000000
6900,3.777016415960e-16,1.000000
7000,3.932825782042e-16,1.000000
7100,4.085245486756e-16,1.000000
7200,4.243326054973e-16,1.000000
7300,4.408021176108e-16,1.000000
7400,4.579757560392e-16,1.000000
7500,4.752702825614e-16,1.000000
7600,4.929384440199e-16,1.000000
7700,5.117928995725e-16,1.000000
7800,5.307188334296e-16,1.000000
7900,5.500541501514e-16,1.000000
8000,5.698072262067e-16,1.000000
8100,5.901745120978e-16,1.000000
8200,6.107189625529e-16,1.000000
8300,6.311641715580e-16,1.000000
8400,6.523787402519e-16,1.000000
8500,6.743139707433e-16,1.000000
8600,6.965110784861e-16,1.000000
8700,7.191675639373e-16,1.000000
8800,7.427571056217e-16,1.000000
8900,7.672387279894e-16,1.000000
9000,7.913341027771e-16,1.000000
9100,8.164138470154e-16,1.000000
9200,8.423091647311e-16,1.000000
9300,8.678270591614e-16,1.000000
9400,8.944823427183e-16,1.000000
9500,9.213254453698e-16,1.000000
9600,9.480492666603e-16,1.000000
9700,9.764979590151e-16,1.000000
9800,1.004242119128e-15,1.000000
9900,1.031841993377e-15,1.000000
10000,1.060128231126e-15,1.000000
10100,1.090164876134e-15,1.000000
10200,1.121336006401e-15,1.000000
10300,1.151305080611e-15,1.000000
10400,1.182596522277e-15,1.000000
10500,1.214337774936e-15,1.000000
10600,1.246382848782e-15,1.000000
10700,1.278172226049e-15,1.000000
10800,1.310738245478e-15,1.000000
10900,1.343036034449e-15,1.000000
11000,1.376130402534e-15,1.000000
11100,1.411100478645e-15,1.000000
11200,1.445564563134e-15,1.000000
11300,1.481505259396e-15,1.000000
11400,1.517120446398e-15,1.000000
11500,1.554433390041e-15,1.000000
11600,1.591363072763e-15,1.000000
11700,1.630873769436e-15,1.000000
11800,1.668499823469e-15,1.000000
11900,1.705630490518e-15,1.000000
12000,1.744494608227e-15,1.000000
12100,1.783117894896e-15,1.000000
12200,1.823361822704e-15,1.000000
12300,1.863828897507e-15,1.000000
12400,1.906341917338e-15,1.000000
12500,1.948880338653e-15,1.000000
12600,1.993203467106e-15,1.000000
12700,2.036470314079e-15,1.000000
12800,2.080872938294e-15,1.000000
12900,2.125057380235e-15,1.000000
13000,2.170661676390e-15,1.000000
13100,2.215858764631e-15,1.000000
13200,2.260694195452e-15,1.000000
13300,2.305682209856e-15,1.000000
13400,2.353081926260e-15,1.000000
13500,2.400831001274e-15,1.000000
13600,2.450979389952e-15,1.000000
13700,2.501261090804e-15,1.000000
13800,2.549611994673e-15,1.000000
