time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,0.000000000000e0,1.000000
200,7.298758163645e-21,1.000000
300,8.023645346282e-20,1.000000
400,1.396133153382e-19,1.000000
500,3.087716896267e-19,1.000000
600,4.496647772998e-19,1.000000
700,7.035815017658e-19,1.000000
800,1.068429220938e-18,1.000000
900,1.350537442375e-18,1.000000
1000,1.828318977865e-18,1.000000
1100,2.330914596862e-18,1.000000
1200,2.982993902089e-18,1.000000
1300,3.587883574947e-18,1.000000
1400,4.348025513414e-18,1.000000
1500,5.455684495645e-18,1.000000
1600,6.530383107938e-18,1.000000
1700,7.984036112533e-18,1.000000
1800,9.168461318242e-18,1.000000
1900,1.067499392233e-17,1.000000
2000,1.229013677058e-17,1.000000
2100,1.395844312452e-17,1.000000
2200,1.622859446946e-17,1.000000
2300,1.844181252347e-17,1.000000
2400,2.075434186792e-17,1.000000
2500,2.307835646116e-17,1.000000
2600,2.600168691237e-17,1.000000
2700,2.906641597436e-17,1.000000
2800,3.225938818231e-17,1.000000
2900,3.552765079231e-17,1.000000
3000,3.889827679927e-17,1.000000
3100,4.270774529761e-17,1.000000
3200,4.670030147149e-17,1.000000
3300,5.066614037851e-17,1.000000
3400,5.493666032931e-17,1.000000
3500,5.960205262298e-17,1.000000
3600,6.400413855737e-17,1.000000
3700,6.849162206480e-17,1.000000
3800,7.339975503324e-17,1.000000
3900,7.833972763996e-17,1.000000
4000,8.403807287232e-17,1.000000
4100,8.994115488320e-17,1.000000
4200,9.585124492363e-17,1.000000
4300,1.021340826167e-16,1.000000
4400,1.087952690311e-16,1.000000
4500,1.160190249463e-16,1.000000
4600,1.238173334725e-16,1.000000
4700,1.318492464226e-16,1.000000
4800,1.394144495792e-16,1.000000
4900,1.475216661721e-16,1.000000
5000,1.566512080451e-16,1.000000
5100,1.652961785078e-16,1.000000
5200,1.743304977072e-16,1.000000
5300,1.836424690622e-16,1.000000
5400,1.930065347594e-16,1.000000
5500,2.029794673898e-16,1.000000
5600,2.134139291037e-16,1.000000
5700,2.233363298726e-16,1.000000
5800,2.334712416814e-16,1.000000
5900,2.455377709878e-16,1.000000
6000,2.559504383352e-16,1.000000
6100,2.683266938487e-16,1.000000
6200,2.808661260551e-16,1.000000
6300,2.940037091173e-16,1.000000
6400,3.063230164884e-16,1.000000
6500,3.195442575581e-16,1.000000
6600,3.332242385584e-16,1.000000
6700,3.471734633287e-16,1.000000
6800,3.619035315422e-16,1.000000
6900,3.762133003694e-16,1.000000
7000,3.921723369628e-16,1.000000
7100,4.082326788879e-16,1.000000
7200,4.241794763851e-16,1.000000
7300,4.410613244541e-16,1.000000
7400,4.577339213562e-16,1.000000
7500,4.751779538207e-16,1.000000
7600,4.929576942629e-16,1.000000
7700,5.105067950652e-16,1.000000
7800,5.295374480326e-16,1.000000
7900,5.477842699189e-16,1.000000
8000,5.666394803996e-16,1.000000
8100,5.871252239725e-16,1.000000
8200,6.071953283322e-16,1.000000
8300,6.277009708512e-16,1.000000
8400,6.482568045521e-16,1.000000
8500,6.701154311422e-16,1.000000
8600,6.918275630767e-16,1.000000
8700,7.143460481391e-16,1.000000
8800,7.370773202313e-16,1.000000
8900,7.601127832868e-16,1.000000
9000,7.829658928444e-16,1.000000
9100,8.074469220949e-16,1.000000
9200,8.321501937596e-16,1.000000
9300,8.571402219163e-16,1.000000
9400,8.825301141588e-16,1.000000
9500,9.082339969464e-16,1.000000
9600,9.349994920898e-16,1.000000
9700,9.622932278911e-16,1.000000
9800,9.901973547251e-16,1.000000
9900,1.017497667756e-15,1.000000
10000,1.045851736289e-15,1.000000
10100,1.074906940316e-15,1.000000
10200,1.105168796455e-15,1.000000
10300,1.134919645409e-15,1.000000
10400,1.164875959081e-15,1.000000
10500,1.196894861557e-15,1.000000
10600,1.228892820594e-15,1.000000
10700,1.260854054074e-15,1.000000
10800,1.293470451625e-15,1.000000
10900,1.327675896217e-15,1.000000
11000,1.362318016544e-15,1.000000
11100,1.396569782081e-15,1.000000
11200,1.431314055104e-15,1.000000
11300,1.466737922060e-15,1.000000
11400,1.503465517538e-15,1.000000
11500,1.539567772202e-15,1.000000
11600,1.577519747070e-15,1.000000
11700,1.615484801290e-15,1.000000
11800,1.654047128587e-15,1.000000
11900,1.693731226034e-15,1.000000
12000,1.731554119366e-15,1.000000
12100,1.770485352731e-15,1.000000
12200,1.810713715501e-15,1.000000
12300,1.853424724128e-15,1.000000
12400,1.894022503684e-15,1.000000
12500,1.937730380014e-15,1.000000
12600,1.979328015999e-15,1.000000
12700,2.022712897879e-15,1.000000
12800,2.067761029490e-15,1.000000
12900,2.112020347035e-15,1.000000
13000,2.156580489185e-15,1.000000
13100,2.201727991627e-15,1.000000
13200,2.249561637641e-15,1.000000
13300,2.297076667767e-15,1.000000
13400,2.346269470136e-15,1.000000
13500,2.395998685695e-15,1.000000
13600,2.444850589903e-15,1.000000
13700,2.493366799577e-15,1.000000
13800,2.541907437655e-15,1.000000
