time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,3.185784897763e-20,1.000000
200,7.755860434575e-20,1.000000
300,1.969526928221e-19,1.000000
400,3.103547183638e-19,1.000000
500,4.589993166073e-19,1.000000
600,7.091072760757e-19,1.000000
700,1.077472387510e-18,1.000000
800,1.388729140915e-18,1.000000
900,1.779003933079e-18,1.000000
1000,2.269652851356e-18,1.000000
1100,2.861523249264e-18,1.000000
1200,3.554302316998e-18,1.000000
1300,4.301218392412e-18,1.000000
1400,4.984498016311e-18,1.000000
1500,5.950387458586e-18,1.000000
1600,7.190711570514e-18,1.000000
1700,8.504138491817e-18,1.000000
1800,9.596899883863e-18,1.000000
1900,1.107896190575e-17,1.000000
2000,1.256037228858e-17,1.000000
2100,1.429196865059e-17,1.000000
2200,1.644009104265e-17,1.000000
2300,1.822196207672e-17,1.000000
2400,2.028898359433e-17,1.000000
2500,2.321933067938e-17,1.000000
2600,2.544008407780e-17,1.000000
2700,2.837878690240e-17,1.000000
2800,3.168932935788e-17,1.000000
2900,3.501966039988e-17,1.000000
3000,3.843490994259e-17,1.000000
3100,4.210861662524e-17,1.000000
3200,4.569664133902e-17,1.000000
3300,5.006233416913e-17,1.000000
3400,5.414590332062e-17,1.000000
3500,5.872133054528e-17,1.000000
3600,6.285790702845e-17,1.000000
3700,6.758924318854e-17,1.000000
3800,7.333043332378e-17,1.000000
3900,7.833524003648e-17,1.000000
4000,8.382069514485e-17,1.000000
4100,8.970905030522e-17,1.000000
4200,9.548811215239e-17,1.000000
4300,1.019686266572e-16,1.000000
4400,1.088306355442e-16,1.000000
4500,1.163023611069e-16,1.000000
4600,1.235118097947e-16,1.000000
4700,1.300627530798e-16,1.000000
4800,1.375191487725e-16,1.000000
4900,1.457867035025e-16,1.000000
5000,1.545544808274e-16,1.000000
5100,1.640342561383e-16,1.000000
5200,1.732625363143e-16,1.000000
5300,1.829283671940e-16,1.000000
5400,1.917974505505e-16,1.000000
5500,2.018562959577e-16,1.000000
5600,2.124765935242e-16,1.000000
5700,2.230006095223e-16,1.000000
5800,2.339567360259e-16,1.000000
5900,2.449346881583e-16,1.000000
6000,2.565844714204e-16,1.000000
6100,2.683528509905e-16,1.000000
6200,2.806225112222e-16,1.000000
6300,2.935407071144e-16,1.000000
6400,3.077344340271e-16,1.000000
6500,3.211590541549e-16,1.000000
6600,3.348452621927e-16,1.000000
6700,3.487048500002e-16,1.000000
6800,3.625525267354e-16,1.000000
6900,3.777279654035e-16,1.000000
7000,3.930252374321e-16,1.000000
7100,4.079410490974e-16,1.000000
7200,4.238459467274e-16,1.000000
7300,4.405480300076e-16,1.000000
7400,4.576556706925e-16,1.000000
7500,4.749161011015e-16,1.000000
7600,4.937537112772e-16,1.000000
7700,5.117232943710e-16,1.000000
7800,5.296405026442e-16,1.000000
7900,5.488349572112e-16,1.000000
8000,5.680727757978e-16,1.000000
8100,5.885096555133e-16,1.000000
8200,6.097186952285e-16,1.000000
8300,6.301562778782e-16,1.000000
8400,6.506783879376e-16,1.000000
8500,6.724926671605e-16,1.000000
8600,6.938882351073e-16,1.000000
8700,7.162281939510e-16,1.000000
8800,7.385758055035e-16,1.000000
8900,7.623311637282e-16,1.000000
9000,7.851944310747e-16,1.000000
9100,8.095498361056e-16,1.000000
9200,8.341535161399e-16,1.000000
9300,8.604505804140e-16,1.000000
9400,8.866300435305e-16,1.000000
9500,9.126495074458e-16,1.000000
9600,9.396945988066e-16,1.000000
9700,9.652167559809e-16,1.000000
9800,9.913542706485e-16,1.000000
9900,1.019424213720e-15,1.000000
10000,1.050635555888e-15,1.000000
10100,1.080427924709e-15,1.000000
10200,1.110083268520e-15,1.000000
10300,1.140419348766e-15,1.000000
10400,1.170649784521e-15,1.000000
10500,1.201512770597e-15,1.000000
10600,1.233572591273e-15,1.000000
10700,1.265921548796e-15,1.000000
10800,1.299920927256e-15,1.000000
10900,1.332231781184e-15,1.000000
11000,1.366048598173e-15,1.000000
11100,1.399511077670e-15,1.000000
11200,1.433641141251e-15,1.000000
11300,1.468712800963e-15,1.000000
11400,1.505156693789e-15,1.000000
11500,1.541549897924e-15,1.000000
11600,1.578033676798e-15,1.000000
11700,1.615051426584e-15,1.000000
11800,1.653695343875e-15,1.000000
11900,1.693092379665e-15,1.000000
12000,1.731583067022e-15,1.000000
12100,1.770415326861e-15,1.000000
12200,1.810489482574e-15,1.000000
12300,1.852460614334e-15,1.000000
12400,1.894647786240e-15,1.000000
12500,1.937856261488e-15,1.000000
12600,1.982292969521e-15,1.000000
12700,2.025012469974e-15,1.000000
12800,2.068500038808e-15,1.000000
12900,2.113644323066e-15,1.000000
13000,2.157369621465e-15,1.000000
13100,2.201683890281e-15,1.000000
13200,2.248351204523e-15,1.000000
13300,2.296578143944e-15,1.000000
13400,2.343352563280e-15,1.000000
13500,2.391501639497e-15,1.000000
13600,2.439625279992e-15,1.000000
13700,2.488151120922e-15,1.000000
13800,2.538842481890e-15,1.000000
