time_myr,rip_strength,scale_factor
0,0.000000000000e0,1.000000
100,0.000000000000e0,1.000000
200,8.547640757037e-20,1.000000
300,1.277160393312e-19,1.000000
400,3.462190255555e-19,1.000000
500,5.070074378662e-19,1.000000
600,8.115884463947e-19,1.000000
700,1.047437778258e-18,1.000000
800,1.415541990607e-18,1.000000
900,1.982745511212e-18,1.000000
1000,2.504155186462e-18,1.000000
1100,3.050164862105e-18,1.000000
1200,3.565087806716e-18,1.000000
1300,4.339559378275e-18,1.000000
1400,4.953427300295e-18,1.000000
1500,5.789557167752e-18,1.000000
1600,7.121545370948e-18,1.000000
1700,8.383713316859e-18,1.000000
1800,9.841553799488e-18,1.000000
1900,1.145188457663e-17,1.000000
2000,1.327023441413e-17,1.000000
2100,1.481465000976e-17,1.000000
2200,1.661902631639e-17,1.000000
2300,1.823912445588e-17,1.000000
2400,2.039705760134e-17,1.000000
2500,2.278052812067e-17,1.000000
2600,2.538769556352e-17,1.000000
2700,2.838295201630e-17,1.000000
2800,3.158006624882e-17,1.000000
2900,3.473552107135e-17,1.000000
3000,3.793328298652e-17,1.000000
3100,4.176572165013e-17,1.000000
3200,4.530623042973e-17,1.000000
3300,4.899169145684e-17,1.000000
3400,5.297464054255e-17,1.000000
3500,5.701368570439e-17,1.000000
3600,6.168482876690e-17,1.000000
3700,6.647874475873e-17,1.000000
3800,7.100359773441e-17,1.000000
3900,7.653462984124e-17,1.000000
4000,8.199843888089e-17,1.000000
4100,8.824893455121e-17,1.000000
4200,9.463877494944e-17,1.000000
4300,1.008746436734e-16,1.000000
4400,1.073939005372e-16,1.000000
4500,1.143633732930e-16,1.000000
4600,1.221008554839e-16,1.000000
4700,1.303025651062e-16,1.000000
4800,1.386415706060e-16,1.000000
4900,1.465784302219e-16,1.000000
5000,1.549577687813e-16,1.000000
5100,1.634353174888e-16,1.000000
5200,1.719015672201e-16,1.000000
5300,1.814058497406e-16,1.000000
5400,1.912714210939e-16,1.000000
5500,2.014021334849e-16,1.000000
5600,2.124993774092e-16,1.000000
5700,2.236006664950e-16,1.000000
5800,2.346262266109e-16,1.000000
5900,2.464159649311e-16,1.000000
6000,2.583578406718e-16,1.000000
6100,2.703478312845e-16,1.000000
6200,2.826364480634e-16,1.000000
6300,2.942974801807e-16,1.000000
6400,3.070842949514e-16,1.000000
6500,3.205904889648e-16,1.000000
6600,3.337380769885e-16,1.000000
6700,3.487308881896e-16,1.000000
6800,3.630380768438e-16,1.000000
6900,3.783318587428e-16,1.000000
7000,3.935932609092e-16,1.000000
7100,4.101135621433e-16,1.000000
7200,4.264797472118e-16,1.000000
7300,4.429684586177e-16,1.000000
7400,4.608907139053e-16,1.000000
7500,4.779479554913e-16,1.000000
7600,4.959575789668e-16,1.000000
7700,5.144113884632e-16,1.000000
7800,5.330699516595e-16,1.000000
7900,5.523105127271e-16,1.000000
8000,5.717275655938e-16,1.000000
8100,5.907488588655e-16,1.000000
8200,6.111785835220e-16,1.000000
8300,6.320086802225e-16,1.000000
8400,6.535903738992e-16,1.000000
8500,6.750050743845e-16,1.000000
8600,6.967093050193e-16,1.000000
8700,7.188709494519e-16,1.000000
8800,7.429555215356e-16,1.000000
8900,7.657433094207e-16,1.000000
9000,7.912121209977e-16,1.000000
9100,8.153939783773e-16,1.000000
9200,8.396942634865e-16,1.000000
9300,8.659987972644e-16,1.000000
9400,8.918433792459e-16,1.000000
9500,9.180912376289e-16,1.000000
9600,9.455561652380e-16,1.000000
9700,9.732271692654e-16,1.000000
9800,1.001919204555e-15,1.000000
9900,1.031075478933e-15,1.000000
10000,1.059026381323e-15,1.000000
10100,1.087686519045e-15,1.000000
10200,1.117299250112e-15,1.000000
10300,1.147772252659e-15,1.000000
10400,1.179398612669e-15,1.000000
10500,1.210261076527e-15,1.000000
10600,1.243299688703e-15,1.000000
10700,1.276568768794e-15,1.000000
10800,1.308533674109e-15,1.000000
10900,1.342106453102e-15,1.000000
11000,1.376465361438e-15,1.000000
11100,1.409504926789e-15,1.000000
11200,1.444731811737e-15,1.000000
11300,1.479303961260e-15,1.000000
11400,1.515797146073e-15,1.000000
11500,1.552768176188e-15,1.000000
11600,1.589727489563e-15,1.000000
11700,1.626970668257e-15,1.000000
11800,1.665913402170e-15,1.000000
11900,1.705401228138e-15,1.000000
12000,1.745511247982e-15,1.000000
12100,1.784563040645e-15,1.000000
12200,1.823987228818e-15,1.000000
12300,1.864455650093e-15,1.000000
12400,1.906210510040e-15,1.000000
12500,1.947924040697e-15,1.000000
12600,1.990978815787e-15,1.000000
12700,2.035425093538e-15,1.000000
12800,2.079410513367e-15,1.000000
12900,2.125033425823e-15,1.000000
13000,2.170933547980e-15,1.000000
13100,2.215825178985e-15,1.000000
13200,2.263250017405e-15,1.000000
13300,2.308972017567e-15,1.000000
13400,2.357232069812e-15,1.000000
13500,2.406251417980e-15,1.000000
13600,2.454326803612e-15,1.000000
13700,2.504648148311e-15,1.000000
13800,2.555126025286e-15,1.000000
